51 0 AP890503-0279  1 0.26781082 run-1
74 0 AP890713-0090  989 0.016183218 run-1
74 0 AP890713-0159  990 0.016183218 run-1
74 0 AP890926-0112  991 0.016183218 run-1
74 0 AP890511-0232  992 0.016183218 run-1
74 0 AP890727-0008  993 0.016183218 run-1
74 0 AP890308-0088  994 0.016183218 run-1
74 0 AP890727-0143  995 0.016183218 run-1
74 0 AP890518-0204  996 0.016183218 run-1
74 0 AP890518-0211  997 0.016183218 run-1
74 0 AP890520-0077  998 0.0151539 run-1
74 0 AP890522-0027  999 0.0151539 run-1
74 0 AP890312-0053  1000 0.0151539 run-1
75 0 AP891024-0027  1 0.12239858 run-1
75 0 AP891110-0227  2 0.12239858 run-1
75 0 AP891023-0144  3 0.10412379 run-1
75 0 AP891228-0144  4 0.08499901 run-1
75 0 AP891110-0090  5 0.08499901 run-1
75 0 AP891110-0253  6 0.08329903 run-1
75 0 AP890407-0144  7 0.062474273 run-1
75 0 AP890105-0282  8 0.06119929 run-1
75 0 AP890209-0218  9 0.06119929 run-1
75 0 AP890208-0314  10 0.06119929 run-1
75 0 AP890719-0287  11 0.054399367 run-1
75 0 AP891110-0231  12 0.054399367 run-1
75 0 AP891222-0235  13 0.054399367 run-1
75 0 AP891004-0276  14 0.042499505 run-1
75 0 AP890912-0252  15 0.042499505 run-1
75 0 AP890313-0136  16 0.042499505 run-1
75 0 AP891026-0261  17 0.041649517 run-1
75 0 AP890106-0248  18 0.041649517 run-1
75 0 AP890829-0046  19 0.041649517 run-1
75 0 AP890615-0217  20 0.03187463 run-1
75 0 AP890619-0249  21 0.03187463 run-1
75 0 AP891017-0253  22 0.027199684 run-1
75 0 AP890406-0228  23 0.027199684 run-1
75 0 AP890406-0110  24 0.027199684 run-1
75 0 AP890530-0284  25 0.027199684 run-1
75 0 AP891110-0230  26 0.027199684 run-1
75 0 AP891110-0235  27 0.027199684 run-1
75 0 AP890412-0121  28 0.027199684 run-1
75 0 AP891110-0245  29 0.027199684 run-1
75 0 AP891110-0248  30 0.027199684 run-1
75 0 AP890210-0273  31 0.027199684 run-1
75 0 AP891222-0117  32 0.027199684 run-1
75 0 AP890101-0002  33 0.021249752 run-1
75 0 AP891213-0239  34 0.021249752 run-1
75 0 AP890510-0163  35 0.020824758 run-1
75 0 AP890516-0159  36 0.020824758 run-1
75 0 AP890507-0096  37 0.020824758 run-1
75 0 AP890801-0222  38 0.020824758 run-1
75 0 AP890125-0326  39 0.020824758 run-1
75 0 AP890927-0260  40 0.020824758 run-1
75 0 AP890502-0115  41 0.020824758 run-1
75 0 AP890807-0089  42 0.020824758 run-1
75 0 AP890908-0083  43 0.020824758 run-1
75 0 AP890103-0025  44 0.020824758 run-1
75 0 AP890908-0236  45 0.015299822 run-1
75 0 AP891026-0012  46 0.015299822 run-1
75 0 AP890118-0274  47 0.015299822 run-1
75 0 AP890111-0229  48 0.015299822 run-1
75 0 AP890413-0023  49 0.015299822 run-1
75 0 AP890628-0073  50 0.015299822 run-1
75 0 AP890313-0199  51 0.015299822 run-1
75 0 AP890126-0292  52 0.015299822 run-1
75 0 AP891201-0138  53 0.015299822 run-1
75 0 AP891214-0087  54 0.015299822 run-1
75 0 AP891114-0228  55 0.015299822 run-1
75 0 AP891110-0260  56 0.015299822 run-1
75 0 AP890627-0164  57 0.015299822 run-1
75 0 AP890929-0239  58 0.015299822 run-1
75 0 AP891019-0250  59 0.013599842 run-1
75 0 AP890228-0214  60 0.010624876 run-1
75 0 AP890512-0231  61 0.010624876 run-1
75 0 AP890619-0265  62 0.010624876 run-1
75 0 AP891215-0278  63 0.010624876 run-1
75 0 AP890508-0250  64 0.010624876 run-1
75 0 AP890110-0292  65 0.010624876 run-1
75 0 AP891101-0251  66 0.010624876 run-1
75 0 AP890614-0254  67 0.010624876 run-1
75 0 AP890919-0207  68 0.010624876 run-1
75 0 AP890118-0312  69 0.010624876 run-1
75 0 AP890412-0221  70 0.010624876 run-1
75 0 AP890519-0262  71 0.010624876 run-1
75 0 AP890521-0015  72 0.010624876 run-1
75 0 AP890725-0248  73 0.010624876 run-1
75 0 AP890421-0266  74 0.010624876 run-1
75 0 AP891110-0272  75 0.010624876 run-1
75 0 AP890601-0203  76 0.006799921 run-1
75 0 AP890616-0179  77 0.006799921 run-1
75 0 AP891128-0176  78 0.006799921 run-1
75 0 AP890619-0213  79 0.006799921 run-1
75 0 AP890622-0015  80 0.006799921 run-1
76 0 AP890502-0303  1 0.23597057 run-1
76 0 AP890519-0240  2 0.18191251 run-1
76 0 AP890308-0200  3 0.161308 run-1
76 0 AP890813-0090  4 0.15986252 run-1
76 0 AP890814-0205  5 0.15986252 run-1
76 0 AP890926-0268  6 0.15986252 run-1
76 0 AP891220-0038  7 0.13781251 run-1
76 0 AP891127-0034  8 0.13273345 run-1
76 0 AP890206-0274  9 0.12921575 run-1
76 0 AP890320-0179  10 0.120915435 run-1
76 0 AP890128-0151  11 0.117985286 run-1
76 0 AP890103-0133  12 0.11522001 run-1
76 0 AP891121-0253  13 0.11485845 run-1
76 0 AP890811-0081  14 0.11218497 run-1
76 0 AP890814-0080  15 0.11025001 run-1
76 0 AP890120-0108  16 0.09955008 run-1
76 0 AP890609-0084  17 0.092176005 run-1
76 0 AP890411-0073  18 0.090332486 run-1
76 0 AP890627-0154  19 0.090332486 run-1
76 0 AP890814-0102  20 0.090332486 run-1
76 0 AP890502-0248  21 0.08973316 run-1
76 0 AP890719-0160  22 0.088488966 run-1
76 0 AP890119-0139  23 0.08820001 run-1
76 0 AP890326-0080  24 0.08820001 run-1
76 0 AP890606-0142  25 0.08820001 run-1
76 0 AP890706-0148  26 0.08820001 run-1
76 0 AP890707-0203  27 0.08820001 run-1
76 0 AP890725-0201  28 0.08820001 run-1
76 0 AP890802-0192  29 0.08820001 run-1
76 0 AP890426-0212  30 0.087938495 run-1
76 0 AP891109-0180  31 0.086821884 run-1
76 0 AP891004-0186  32 0.086821884 run-1
76 0 AP890123-0090  33 0.08441016 run-1
76 0 AP891208-0174  34 0.08441016 run-1
76 0 AP890125-0323  35 0.08413873 run-1
76 0 AP890828-0143  36 0.08077318 run-1
76 0 AP890614-0012  37 0.076946184 run-1
76 0 AP891016-0088  38 0.075969145 run-1
76 0 AP890222-0238  39 0.07441875 run-1
76 0 AP890206-0186  40 0.0737408 run-1
76 0 AP890724-0155  41 0.0737408 run-1
76 0 AP890207-0127  42 0.071798384 run-1
76 0 AP891005-0290  43 0.071798384 run-1
76 0 AP890114-0147  44 0.06913201 run-1
76 0 AP891114-0182  45 0.06913201 run-1
76 0 AP891222-0193  46 0.06913201 run-1
76 0 AP890725-0104  47 0.06913201 run-1
76 0 AP890503-0210  48 0.068906255 run-1
76 0 AP891004-0262  49 0.068906255 run-1
76 0 AP890223-0073  50 0.067749366 run-1
76 0 AP890224-0065  51 0.067749366 run-1
76 0 AP890224-0174  52 0.067749366 run-1
76 0 AP891011-0207  53 0.06752813 run-1
76 0 AP890105-0113  54 0.06752813 run-1
76 0 AP891015-0073  55 0.06752813 run-1
76 0 AP891024-0194  56 0.06752813 run-1
76 0 AP891026-0148  57 0.06752813 run-1
76 0 AP890530-0069  58 0.06752813 run-1
76 0 AP890725-0095  59 0.06752813 run-1
76 0 AP890906-0266  60 0.06752813 run-1
76 0 AP890203-0017  61 0.06729987 run-1
76 0 AP890510-0111  62 0.06729987 run-1
76 0 AP890205-0051  63 0.066366725 run-1
76 0 AP890228-0058  64 0.066366725 run-1
76 0 AP891017-0162  65 0.06615 run-1
76 0 AP891213-0166  66 0.06615 run-1
76 0 AP890327-0030  67 0.06615 run-1
76 0 AP890412-0048  68 0.06615 run-1
76 0 AP890503-0307  69 0.06615 run-1
76 0 AP890512-0180  70 0.06615 run-1
76 0 AP890607-0161  71 0.06615 run-1
76 0 AP890617-0062  72 0.06615 run-1
76 0 AP890801-0071  73 0.06615 run-1
76 0 AP890921-0169  74 0.06615 run-1
76 0 AP890119-0339  75 0.06595387 run-1
76 0 AP890315-0077  76 0.06595387 run-1
76 0 AP891009-0216  77 0.06460787 run-1
76 0 AP890122-0031  78 0.06460787 run-1
76 0 AP890510-0258  79 0.06460787 run-1
76 0 AP890705-0116  80 0.06460787 run-1
76 0 AP890922-0056  81 0.06460787 run-1
76 0 AP890926-0150  82 0.06460787 run-1
76 0 AP891014-0094  83 0.06330762 run-1
76 0 AP891220-0157  84 0.062446292 run-1
76 0 AP891015-0043  85 0.06201563 run-1
76 0 AP891104-0090  86 0.06201563 run-1
76 0 AP891114-0001  87 0.06201563 run-1
76 0 AP891127-0085  88 0.06201563 run-1
76 0 AP890312-0091  89 0.06201563 run-1
76 0 AP890320-0297  90 0.06201563 run-1
76 0 AP890503-0093  91 0.06201563 run-1
76 0 AP890512-0053  92 0.06201563 run-1
76 0 AP890616-0103  93 0.06201563 run-1
76 0 AP890718-0113  94 0.06201563 run-1
76 0 AP890810-0077  95 0.06201563 run-1
76 0 AP891007-0080  96 0.06201563 run-1
76 0 AP890517-0064  97 0.060637504 run-1
76 0 AP890605-0071  98 0.060637504 run-1
76 0 AP890705-0211  99 0.060637504 run-1
76 0 AP890423-0026  100 0.060579885 run-1
76 0 AP891130-0095  101 0.060292974 run-1
76 0 AP891228-0125  102 0.060292974 run-1
76 0 AP890415-0079  103 0.060292974 run-1
76 0 AP890416-0013  104 0.060292974 run-1
76 0 AP890426-0134  105 0.060292974 run-1
76 0 AP890517-0085  106 0.060292974 run-1
76 0 AP890517-0093  107 0.060292974 run-1
76 0 AP890830-0151  108 0.060292974 run-1
76 0 AP890104-0099  109 0.059087113 run-1
76 0 AP890510-0176  110 0.059087113 run-1
76 0 AP890901-0164  111 0.059087113 run-1
76 0 AP890120-0115  112 0.058992643 run-1
76 0 AP890215-0191  113 0.058992643 run-1
76 0 AP891206-0073  114 0.058992643 run-1
76 0 AP890307-0137  115 0.058992643 run-1
76 0 AP891227-0104  116 0.058992643 run-1
76 0 AP890725-0205  117 0.058992643 run-1
76 0 AP891217-0059  118 0.058914848 run-1
76 0 AP891218-0187  119 0.058139652 run-1
76 0 AP891030-0015  120 0.058070883 run-1
76 0 AP891206-0119  121 0.058070883 run-1
76 0 AP891019-0098  122 0.057429224 run-1
76 0 AP891031-0231  123 0.057429224 run-1
76 0 AP890510-0048  124 0.057429224 run-1
76 0 AP890520-0053  125 0.057429224 run-1
76 0 AP890617-0004  126 0.057429224 run-1
76 0 AP891222-0264  127 0.05653189 run-1
76 0 AP890126-0176  128 0.056457803 run-1
76 0 AP890127-0069  129 0.056457803 run-1
76 0 AP891125-0136  130 0.056457803 run-1
76 0 AP891214-0166  131 0.056457803 run-1
76 0 AP890609-0073  132 0.056457803 run-1
76 0 AP890129-0079  133 0.056092486 run-1
76 0 AP890227-0304  134 0.056092486 run-1
76 0 AP890605-0074  135 0.056092486 run-1
76 0 AP890808-0021  136 0.056092486 run-1
76 0 AP890526-0221  137 0.055814065 run-1
76 0 AP890109-0042  138 0.055125006 run-1
76 0 AP891122-0076  139 0.055125006 run-1
76 0 AP890302-0284  140 0.055125006 run-1
76 0 AP890304-0065  141 0.055125006 run-1
76 0 AP890306-0310  142 0.055125006 run-1
76 0 AP890310-0016  143 0.055125006 run-1
76 0 AP891223-0131  144 0.055125006 run-1
76 0 AP890502-0191  145 0.055125006 run-1
76 0 AP890510-0071  146 0.055125006 run-1
76 0 AP890809-0144  147 0.055125006 run-1
76 0 AP890914-0208  148 0.055125006 run-1
76 0 AP891228-0215  149 0.054970637 run-1
76 0 AP890819-0121  150 0.054961562 run-1
76 0 AP890119-0169  151 0.054866605 run-1
76 0 AP891120-0194  152 0.054866605 run-1
76 0 AP890301-0182  153 0.054866605 run-1
76 0 AP890302-0214  154 0.054866605 run-1
76 0 AP891220-0021  155 0.054866605 run-1
76 0 AP891230-0028  156 0.054866605 run-1
76 0 AP890603-0125  157 0.054866605 run-1
76 0 AP890131-0212  158 0.053848784 run-1
76 0 AP890208-0189  159 0.053848784 run-1
76 0 AP890209-0057  160 0.053848784 run-1
76 0 AP890310-0182  161 0.053848784 run-1
76 0 AP891217-0081  162 0.05383301 run-1
76 0 AP891217-0008  163 0.052713286 run-1
76 0 AP890519-0245  164 0.052713286 run-1
76 0 AP890904-0116  165 0.052713286 run-1
76 0 AP890107-0142  166 0.051679693 run-1
76 0 AP891020-0115  167 0.051679693 run-1
76 0 AP891023-0164  168 0.051679693 run-1
76 0 AP890126-0164  169 0.051679693 run-1
76 0 AP891114-0277  170 0.051679693 run-1
76 0 AP891221-0153  171 0.051679693 run-1
76 0 AP891223-0085  172 0.051679693 run-1
76 0 AP891228-0141  173 0.051679693 run-1
76 0 AP890410-0031  174 0.051679693 run-1
76 0 AP890508-0289  175 0.051679693 run-1
76 0 AP890718-0229  176 0.051679693 run-1
76 0 AP891003-0150  177 0.051679693 run-1
76 0 AP891007-0124  178 0.051679693 run-1
76 0 AP890104-0041  179 0.050646096 run-1
76 0 AP891016-0132  180 0.050646096 run-1
76 0 AP890116-0054  181 0.050646096 run-1
76 0 AP890120-0109  182 0.050646096 run-1
76 0 AP891121-0091  183 0.050646096 run-1
76 0 AP890213-0254  184 0.050646096 run-1
76 0 AP891124-0114  185 0.050646096 run-1
76 0 AP891220-0124  186 0.050646096 run-1
76 0 AP890317-0151  187 0.050646096 run-1
76 0 AP890404-0084  188 0.050646096 run-1
76 0 AP890505-0191  189 0.050646096 run-1
76 0 AP890609-0102  190 0.050646096 run-1
76 0 AP890609-0226  191 0.050646096 run-1
76 0 AP890621-0285  192 0.050646096 run-1
76 0 AP890623-0109  193 0.050646096 run-1
76 0 AP890703-0194  194 0.050646096 run-1
76 0 AP890710-0149  195 0.050646096 run-1
76 0 AP890719-0051  196 0.050646096 run-1
76 0 AP890814-0139  197 0.050646096 run-1
76 0 AP890906-0165  198 0.050646096 run-1
76 0 AP890911-0176  199 0.050646096 run-1
76 0 AP890920-0100  200 0.050646096 run-1
76 0 AP890920-0121  201 0.050646096 run-1
76 0 AP890930-0109  202 0.050646096 run-1
76 0 AP891006-0028  203 0.050646096 run-1
76 0 AP890226-0062  204 0.04977504 run-1
76 0 AP890105-0068  205 0.049612503 run-1
76 0 AP890106-0042  206 0.049612503 run-1
76 0 AP890107-0132  207 0.049612503 run-1
76 0 AP891015-0021  208 0.049612503 run-1
76 0 AP891020-0116  209 0.049612503 run-1
76 0 AP890118-0101  210 0.049612503 run-1
76 0 AP890118-0187  211 0.049612503 run-1
76 0 AP891029-0020  212 0.049612503 run-1
76 0 AP891102-0297  213 0.049612503 run-1
76 0 AP891108-0055  214 0.049612503 run-1
76 0 AP891114-0191  215 0.049612503 run-1
76 0 AP891203-0006  216 0.049612503 run-1
76 0 AP890307-0146  217 0.049612503 run-1
76 0 AP891219-0058  218 0.049612503 run-1
76 0 AP890310-0324  219 0.049612503 run-1
76 0 AP891220-0111  220 0.049612503 run-1
76 0 AP890314-0158  221 0.049612503 run-1
76 0 AP891224-0049  222 0.049612503 run-1
76 0 AP891227-0064  223 0.049612503 run-1
76 0 AP891227-0147  224 0.049612503 run-1
76 0 AP890318-0093  225 0.049612503 run-1
76 0 AP891230-0116  226 0.049612503 run-1
76 0 AP890404-0160  227 0.049612503 run-1
76 0 AP890412-0076  228 0.049612503 run-1
76 0 AP890416-0005  229 0.049612503 run-1
76 0 AP890418-0325  230 0.049612503 run-1
76 0 AP890502-0151  231 0.049612503 run-1
76 0 AP890510-0015  232 0.049612503 run-1
76 0 AP890512-0003  233 0.049612503 run-1
76 0 AP890513-0104  234 0.049612503 run-1
76 0 AP890518-0294  235 0.049612503 run-1
76 0 AP890605-0084  236 0.049612503 run-1
76 0 AP890609-0248  237 0.049612503 run-1
76 0 AP890610-0067  238 0.049612503 run-1
76 0 AP890614-0231  239 0.049612503 run-1
76 0 AP890714-0134  240 0.049612503 run-1
76 0 AP890810-0142  241 0.049612503 run-1
76 0 AP890811-0220  242 0.049612503 run-1
76 0 AP890831-0054  243 0.049612503 run-1
76 0 AP890909-0140  244 0.049612503 run-1
76 0 AP890810-0042  245 0.04952637 run-1
76 0 AP891221-0004  246 0.04737305 run-1
76 0 AP890728-0125  247 0.04737305 run-1
76 0 AP891107-0032  248 0.04651172 run-1
76 0 AP890227-0334  249 0.04651172 run-1
76 0 AP891220-0257  250 0.04651172 run-1
76 0 AP890422-0068  251 0.04651172 run-1
76 0 AP890719-0165  252 0.04651172 run-1
76 0 AP890822-0151  253 0.04651172 run-1
76 0 AP891020-0274  254 0.04642559 run-1
76 0 AP890216-0217  255 0.04642559 run-1
76 0 AP891226-0067  256 0.04642559 run-1
76 0 AP890424-0274  257 0.04642559 run-1
76 0 AP890721-0163  258 0.04642559 run-1
76 0 AP890109-0221  259 0.046088003 run-1
76 0 AP890120-0101  260 0.046088003 run-1
76 0 AP890128-0075  261 0.046088003 run-1
76 0 AP890802-0030  262 0.046088003 run-1
76 0 AP890930-0112  263 0.046088003 run-1
76 0 AP891024-0129  264 0.045166243 run-1
76 0 AP890119-0155  265 0.045166243 run-1
76 0 AP891031-0063  266 0.045166243 run-1
76 0 AP891121-0074  267 0.045166243 run-1
76 0 AP890323-0041  268 0.045166243 run-1
76 0 AP890323-0047  269 0.045166243 run-1
76 0 AP890330-0179  270 0.045166243 run-1
76 0 AP890410-0004  271 0.045166243 run-1
76 0 AP890428-0170  272 0.045166243 run-1
76 0 AP890507-0032  273 0.045166243 run-1
76 0 AP890609-0104  274 0.045166243 run-1
76 0 AP890621-0084  275 0.045166243 run-1
76 0 AP890623-0183  276 0.045166243 run-1
76 0 AP890729-0086  277 0.045166243 run-1
76 0 AP890126-0294  278 0.04486658 run-1
76 0 AP891106-0241  279 0.04486658 run-1
76 0 AP891216-0072  280 0.04486658 run-1
76 0 AP890505-0093  281 0.04486658 run-1
76 0 AP890522-0248  282 0.04486658 run-1
76 0 AP890614-0117  283 0.04486658 run-1
76 0 AP890705-0083  284 0.04486658 run-1
76 0 AP890915-0169  285 0.04486658 run-1
76 0 AP891005-0145  286 0.04486658 run-1
76 0 AP891018-0142  287 0.044244483 run-1
76 0 AP891020-0130  288 0.044244483 run-1
76 0 AP891020-0132  289 0.044244483 run-1
76 0 AP891020-0175  290 0.044244483 run-1
76 0 AP891111-0085  291 0.044244483 run-1
76 0 AP891123-0097  292 0.044244483 run-1
76 0 AP890227-0220  293 0.044244483 run-1
76 0 AP891229-0077  294 0.044244483 run-1
76 0 AP890416-0075  295 0.044244483 run-1
76 0 AP890519-0071  296 0.044244483 run-1
76 0 AP890705-0130  297 0.044244483 run-1
76 0 AP890923-0045  298 0.044244483 run-1
76 0 AP890926-0079  299 0.044244483 run-1
76 0 AP890105-0150  300 0.044100005 run-1
76 0 AP891019-0162  301 0.044100005 run-1
76 0 AP891024-0131  302 0.044100005 run-1
76 0 AP891024-0280  303 0.044100005 run-1
76 0 AP891027-0141  304 0.044100005 run-1
76 0 AP890131-0031  305 0.044100005 run-1
76 0 AP890207-0222  306 0.044100005 run-1
76 0 AP890215-0162  307 0.044100005 run-1
76 0 AP890221-0219  308 0.044100005 run-1
76 0 AP891203-0009  309 0.044100005 run-1
76 0 AP891206-0168  310 0.044100005 run-1
76 0 AP890304-0137  311 0.044100005 run-1
76 0 AP890306-0276  312 0.044100005 run-1
76 0 AP890309-0128  313 0.044100005 run-1
76 0 AP890311-0095  314 0.044100005 run-1
76 0 AP891220-0156  315 0.044100005 run-1
76 0 AP891221-0174  316 0.044100005 run-1
76 0 AP891224-0033  317 0.044100005 run-1
76 0 AP890320-0144  318 0.044100005 run-1
76 0 AP890320-0305  319 0.044100005 run-1
76 0 AP890325-0085  320 0.044100005 run-1
76 0 AP890407-0214  321 0.044100005 run-1
76 0 AP890407-0262  322 0.044100005 run-1
76 0 AP890408-0011  323 0.044100005 run-1
76 0 AP890427-0112  324 0.044100005 run-1
76 0 AP890527-0057  325 0.044100005 run-1
76 0 AP890530-0248  326 0.044100005 run-1
76 0 AP890606-0179  327 0.044100005 run-1
76 0 AP890612-0146  328 0.044100005 run-1
76 0 AP890705-0151  329 0.044100005 run-1
76 0 AP890706-0039  330 0.044100005 run-1
76 0 AP890711-0131  331 0.044100005 run-1
76 0 AP890718-0098  332 0.044100005 run-1
76 0 AP890728-0178  333 0.044100005 run-1
76 0 AP890731-0045  334 0.044100005 run-1
76 0 AP890828-0154  335 0.044100005 run-1
76 0 AP890912-0099  336 0.044100005 run-1
76 0 AP890915-0192  337 0.044100005 run-1
76 0 AP890926-0217  338 0.044100005 run-1
76 0 AP891003-0253  339 0.044100005 run-1
76 0 AP891020-0270  340 0.043969247 run-1
76 0 AP891023-0249  341 0.043969247 run-1
76 0 AP890125-0032  342 0.043969247 run-1
76 0 AP891116-0259  343 0.043969247 run-1
76 0 AP890511-0190  344 0.043969247 run-1
76 0 AP890726-0086  345 0.043969247 run-1
76 0 AP890810-0149  346 0.043969247 run-1
76 0 AP890829-0176  347 0.043969247 run-1
76 0 AP890909-0128  348 0.043969247 run-1
76 0 AP891001-0014  349 0.043969247 run-1
76 0 AP890106-0045  350 0.043410942 run-1
76 0 AP891014-0030  351 0.043410942 run-1
76 0 AP891106-0183  352 0.043410942 run-1
76 0 AP891107-0035  353 0.043410942 run-1
76 0 AP890303-0071  354 0.043410942 run-1
76 0 AP890303-0152  355 0.043410942 run-1
76 0 AP890508-0194  356 0.043410942 run-1
76 0 AP890518-0262  357 0.043410942 run-1
76 0 AP890529-0028  358 0.043410942 run-1
76 0 AP890612-0013  359 0.043410942 run-1
76 0 AP890815-0023  360 0.043410942 run-1
76 0 AP890214-0058  361 0.04307192 run-1
76 0 AP890330-0151  362 0.04307192 run-1
76 0 AP890420-0281  363 0.04307192 run-1
76 0 AP891010-0243  364 0.04306641 run-1
76 0 AP891023-0041  365 0.04306641 run-1
76 0 AP890118-0041  366 0.04306641 run-1
76 0 AP890123-0053  367 0.04306641 run-1
76 0 AP891124-0169  368 0.04306641 run-1
76 0 AP891202-0124  369 0.04306641 run-1
76 0 AP891208-0292  370 0.04306641 run-1
76 0 AP890304-0157  371 0.04306641 run-1
76 0 AP891218-0125  372 0.04306641 run-1
76 0 AP891221-0144  373 0.04306641 run-1
76 0 AP890315-0076  374 0.04306641 run-1
76 0 AP891226-0106  375 0.04306641 run-1
76 0 AP890317-0028  376 0.04306641 run-1
76 0 AP890317-0136  377 0.04306641 run-1
76 0 AP890329-0152  378 0.04306641 run-1
76 0 AP890409-0026  379 0.04306641 run-1
76 0 AP890410-0240  380 0.04306641 run-1
76 0 AP890412-0031  381 0.04306641 run-1
76 0 AP890420-0265  382 0.04306641 run-1
76 0 AP890503-0047  383 0.04306641 run-1
76 0 AP890514-0011  384 0.04306641 run-1
76 0 AP890519-0091  385 0.04306641 run-1
76 0 AP890612-0156  386 0.04306641 run-1
76 0 AP890620-0040  387 0.04306641 run-1
76 0 AP890622-0304  388 0.04306641 run-1
76 0 AP890702-0046  389 0.04306641 run-1
76 0 AP890711-0175  390 0.04306641 run-1
76 0 AP890714-0261  391 0.04306641 run-1
76 0 AP890817-0036  392 0.04306641 run-1
76 0 AP890831-0095  393 0.04306641 run-1
76 0 AP890927-0190  394 0.04306641 run-1
76 0 AP891004-0075  395 0.04306641 run-1
76 0 AP891019-0164  396 0.04220508 run-1
76 0 AP891026-0029  397 0.04220508 run-1
76 0 AP890209-0221  398 0.04220508 run-1
76 0 AP891118-0042  399 0.04220508 run-1
76 0 AP890221-0152  400 0.04220508 run-1
76 0 AP890309-0254  401 0.04220508 run-1
76 0 AP891220-0051  402 0.04220508 run-1
76 0 AP891228-0121  403 0.04220508 run-1
76 0 AP890323-0139  404 0.04220508 run-1
76 0 AP890428-0189  405 0.04220508 run-1
76 0 AP890502-0057  406 0.04220508 run-1
76 0 AP890522-0157  407 0.04220508 run-1
76 0 AP890604-0055  408 0.04220508 run-1
76 0 AP890608-0027  409 0.04220508 run-1
76 0 AP890617-0021  410 0.04220508 run-1
76 0 AP890617-0025  411 0.04220508 run-1
76 0 AP890619-0027  412 0.04220508 run-1
