51 0 AP890908-0122  1 0.21424866 myalgo-run-1
83 0 AP890422-0133  17 0.082982525 myalgo-run-1
83 0 AP890728-0198  18 0.082982525 myalgo-run-1
83 0 AP890622-0111  19 0.07964865 myalgo-run-1
83 0 AP890119-0127  20 0.07807723 myalgo-run-1
83 0 AP890717-0106  21 0.07807723 myalgo-run-1
83 0 AP890315-0148  22 0.07779612 myalgo-run-1
83 0 AP890405-0059  23 0.0766401 myalgo-run-1
83 0 AP890821-0223  24 0.0766401 myalgo-run-1
83 0 AP890522-0252  25 0.07660195 myalgo-run-1
83 0 AP890810-0119  26 0.07660195 myalgo-run-1
83 0 AP891021-0077  27 0.07651568 myalgo-run-1
83 0 AP890211-0129  28 0.0762402 myalgo-run-1
83 0 AP890425-0246  29 0.07607854 myalgo-run-1
83 0 AP891124-0036  30 0.07569953 myalgo-run-1
83 0 AP890130-0076  31 0.07468428 myalgo-run-1
83 0 AP890914-0108  32 0.07468428 myalgo-run-1
83 0 AP890222-0088  33 0.07468089 myalgo-run-1
83 0 AP890504-0155  34 0.07455698 myalgo-run-1
83 0 AP890601-0350  35 0.07430778 myalgo-run-1
83 0 AP890629-0002  36 0.07430778 myalgo-run-1
83 0 AP890831-0009  37 0.073035404 myalgo-run-1
83 0 AP890501-0116  38 0.07287613 myalgo-run-1
83 0 AP890117-0026  39 0.06827027 myalgo-run-1
83 0 AP890629-0035  40 0.06827027 myalgo-run-1
83 0 AP890525-0071  41 0.0679206 myalgo-run-1
83 0 AP891009-0050  42 0.066877 myalgo-run-1
83 0 AP890110-0030  43 0.066877 myalgo-run-1
83 0 AP891030-0161  44 0.066877 myalgo-run-1
83 0 AP891206-0196  45 0.066877 myalgo-run-1
83 0 AP890908-0214  46 0.066877 myalgo-run-1
83 0 AP890615-0302  47 0.066568725 myalgo-run-1
83 0 AP890215-0199  48 0.06638602 myalgo-run-1
83 0 AP890708-0136  49 0.06638602 myalgo-run-1
83 0 AP891214-0042  50 0.065915234 myalgo-run-1
83 0 AP890208-0295  51 0.06539955 myalgo-run-1
83 0 AP891231-0034  52 0.06539955 myalgo-run-1
83 0 AP890322-0226  53 0.06539955 myalgo-run-1
83 0 AP890508-0294  54 0.06539955 myalgo-run-1
83 0 AP891109-0225  55 0.06534874 myalgo-run-1
83 0 AP891109-0150  56 0.064764336 myalgo-run-1
83 0 AP890507-0083  57 0.0646329 myalgo-run-1
83 0 AP890922-0056  58 0.0646329 myalgo-run-1
83 0 AP890425-0124  59 0.0635335 myalgo-run-1
83 0 AP890506-0014  60 0.0635335 myalgo-run-1
83 0 AP890404-0206  61 0.063012 myalgo-run-1
83 0 AP891114-0063  62 0.06223407 myalgo-run-1
83 0 AP891214-0136  63 0.06223407 myalgo-run-1
83 0 AP890308-0136  64 0.06162362 myalgo-run-1
83 0 AP891205-0034  65 0.060245343 myalgo-run-1
83 0 AP890418-0303  66 0.060229484 myalgo-run-1
83 0 AP890531-0193  67 0.060229484 myalgo-run-1
83 0 AP891023-0031  68 0.05984528 myalgo-run-1
83 0 AP891025-0307  69 0.05984528 myalgo-run-1
83 0 AP890206-0128  70 0.05984528 myalgo-run-1
83 0 AP890119-0151  71 0.059446223 myalgo-run-1
83 0 AP890504-0178  72 0.059446223 myalgo-run-1
83 0 AP890819-0133  73 0.059446223 myalgo-run-1
83 0 AP890909-0108  74 0.059446223 myalgo-run-1
83 0 AP890917-0069  75 0.059446223 myalgo-run-1
83 0 AP891022-0003  76 0.058648374 myalgo-run-1
83 0 AP890906-0298  77 0.058648374 myalgo-run-1
83 0 AP890911-0176  78 0.058648374 myalgo-run-1
83 0 AP890112-0150  79 0.058344442 myalgo-run-1
83 0 AP890418-0191  80 0.058344442 myalgo-run-1
83 0 AP890330-0155  81 0.057451468 myalgo-run-1
83 0 AP890627-0128  82 0.05693448 myalgo-run-1
83 0 AP890103-0098  83 0.056891892 myalgo-run-1
83 0 AP890414-0025  84 0.056891892 myalgo-run-1
83 0 AP890124-0177  85 0.056215603 myalgo-run-1
83 0 AP890906-0144  86 0.056215603 myalgo-run-1
83 0 AP890130-0250  87 0.056010664 myalgo-run-1
83 0 AP890218-0011  88 0.056010664 myalgo-run-1
83 0 AP890418-0162  89 0.056010664 myalgo-run-1
83 0 AP891005-0171  90 0.056010664 myalgo-run-1
83 0 AP891228-0165  91 0.05561598 myalgo-run-1
83 0 AP890210-0278  92 0.054776553 myalgo-run-1
83 0 AP890224-0264  93 0.054776553 myalgo-run-1
83 0 AP891218-0091  94 0.054776553 myalgo-run-1
83 0 AP890718-0266  95 0.054776553 myalgo-run-1
83 0 AP890727-0085  96 0.054776553 myalgo-run-1
83 0 AP890313-0242  97 0.053537317 myalgo-run-1
83 0 AP890324-0223  98 0.053062968 myalgo-run-1
83 0 AP890626-0151  99 0.053062968 myalgo-run-1
83 0 AP891206-0195  100 0.05200171 myalgo-run-1
83 0 AP890706-0032  101 0.05200171 myalgo-run-1
83 0 AP890918-0097  102 0.05200171 myalgo-run-1
83 0 AP890124-0034  103 0.05186408 myalgo-run-1
83 0 AP890505-0289  104 0.05186408 myalgo-run-1
83 0 AP890905-0234  105 0.05186408 myalgo-run-1
83 0 AP890930-0003  106 0.05186408 myalgo-run-1
83 0 AP890119-0202  107 0.05149628 myalgo-run-1
83 0 AP890206-0228  108 0.05149628 myalgo-run-1
83 0 AP891130-0160  109 0.05149628 myalgo-run-1
83 0 AP890315-0272  110 0.05149628 myalgo-run-1
83 0 AP890419-0222  111 0.05149628 myalgo-run-1
83 0 AP890503-0276  112 0.0510934 myalgo-run-1
83 0 AP890706-0020  113 0.0510934 myalgo-run-1
83 0 AP890511-0170  114 0.05094045 myalgo-run-1
83 0 AP890427-0150  115 0.0508268 myalgo-run-1
83 0 AP890511-0104  116 0.0508268 myalgo-run-1
83 0 AP890515-0076  117 0.0508268 myalgo-run-1
83 0 AP890616-0111  118 0.0508268 myalgo-run-1
83 0 AP890731-0111  119 0.0508268 myalgo-run-1
83 0 AP890801-0223  120 0.0508268 myalgo-run-1
83 0 AP891025-0280  121 0.05046635 myalgo-run-1
83 0 AP890227-0103  122 0.05046635 myalgo-run-1
83 0 AP890328-0029  123 0.05046635 myalgo-run-1
83 0 AP890619-0278  124 0.05046635 myalgo-run-1
83 0 AP891217-0085  125 0.05015775 myalgo-run-1
83 0 AP891029-0018  126 0.05007153 myalgo-run-1
83 0 AP891127-0095  127 0.05007153 myalgo-run-1
83 0 AP891012-0097  128 0.049969424 myalgo-run-1
83 0 AP891019-0162  129 0.049969424 myalgo-run-1
83 0 AP890116-0067  130 0.049969424 myalgo-run-1
83 0 AP890117-0175  131 0.049969424 myalgo-run-1
83 0 AP890701-0037  132 0.049969424 myalgo-run-1
83 0 AP890727-0155  133 0.049969424 myalgo-run-1
83 0 AP890926-0106  134 0.049969424 myalgo-run-1
83 0 AP890102-0115  135 0.049789514 myalgo-run-1
83 0 AP891025-0215  136 0.049789514 myalgo-run-1
83 0 AP890124-0150  137 0.049789514 myalgo-run-1
83 0 AP890221-0314  138 0.049789514 myalgo-run-1
83 0 AP891210-0009  139 0.049789514 myalgo-run-1
83 0 AP890307-0176  140 0.049789514 myalgo-run-1
83 0 AP890413-0186  141 0.049789514 myalgo-run-1
83 0 AP890803-0220  142 0.049789514 myalgo-run-1
83 0 AP891004-0018  143 0.049789514 myalgo-run-1
83 0 AP890202-0111  144 0.049787257 myalgo-run-1
83 0 AP890203-0278  145 0.049787257 myalgo-run-1
83 0 AP890221-0122  146 0.049787257 myalgo-run-1
83 0 AP890603-0072  147 0.049787257 myalgo-run-1
83 0 AP890629-0022  148 0.049787257 myalgo-run-1
83 0 AP890705-0076  149 0.049787257 myalgo-run-1
83 0 AP890915-0100  150 0.049787257 myalgo-run-1
83 0 AP891018-0006  151 0.049436428 myalgo-run-1
83 0 AP891128-0056  152 0.049436428 myalgo-run-1
83 0 AP891205-0010  153 0.049436428 myalgo-run-1
83 0 AP890602-0189  154 0.049436428 myalgo-run-1
83 0 AP890821-0070  155 0.049436428 myalgo-run-1
83 0 AP890829-0222  156 0.04904966 myalgo-run-1
83 0 AP890120-0106  157 0.04869027 myalgo-run-1
83 0 AP891223-0001  158 0.04869027 myalgo-run-1
83 0 AP890407-0262  159 0.04869027 myalgo-run-1
83 0 AP890508-0125  160 0.04869027 myalgo-run-1
83 0 AP890610-0099  161 0.04869027 myalgo-run-1
83 0 AP890509-0178  162 0.04857325 myalgo-run-1
83 0 AP890103-0115  163 0.047876224 myalgo-run-1
83 0 AP891209-0017  164 0.047876224 myalgo-run-1
83 0 AP891018-0045  165 0.04764796 myalgo-run-1
83 0 AP891119-0034  166 0.04764796 myalgo-run-1
83 0 AP890106-0109  167 0.04758196 myalgo-run-1
83 0 AP891017-0036  168 0.047066674 myalgo-run-1
83 0 AP890125-0175  169 0.047066674 myalgo-run-1
83 0 AP890530-0189  170 0.047066674 myalgo-run-1
83 0 AP890803-0005  171 0.047066674 myalgo-run-1
83 0 AP891216-0124  172 0.04667767 myalgo-run-1
83 0 AP891109-0201  173 0.04644236 myalgo-run-1
83 0 AP891115-0094  174 0.04644236 myalgo-run-1
83 0 AP890311-0166  175 0.04644236 myalgo-run-1
83 0 AP890419-0114  176 0.04644236 myalgo-run-1
83 0 AP890614-0190  177 0.04644236 myalgo-run-1
83 0 AP890703-0282  178 0.04644236 myalgo-run-1
83 0 AP891129-0020  179 0.04634665 myalgo-run-1
83 0 AP891202-0087  180 0.04634665 myalgo-run-1
83 0 AP890512-0044  181 0.04634665 myalgo-run-1
83 0 AP890820-0043  182 0.04634665 myalgo-run-1
83 0 AP890503-0290  183 0.04612534 myalgo-run-1
83 0 AP890908-0094  184 0.04612534 myalgo-run-1
83 0 AP891026-0148  185 0.045513514 myalgo-run-1
83 0 AP891101-0059  186 0.045513514 myalgo-run-1
83 0 AP890213-0219  187 0.045513514 myalgo-run-1
83 0 AP891123-0030  188 0.045513514 myalgo-run-1
83 0 AP891128-0085  189 0.045513514 myalgo-run-1
83 0 AP890228-0113  190 0.045513514 myalgo-run-1
83 0 AP891212-0075  191 0.045513514 myalgo-run-1
83 0 AP890316-0099  192 0.045513514 myalgo-run-1
83 0 AP890411-0020  193 0.045513514 myalgo-run-1
83 0 AP890503-0277  194 0.045513514 myalgo-run-1
83 0 AP890720-0144  195 0.045513514 myalgo-run-1
83 0 AP890721-0167  196 0.045513514 myalgo-run-1
83 0 AP890814-0102  197 0.045513514 myalgo-run-1
83 0 AP891213-0249  198 0.04488396 myalgo-run-1
83 0 AP890309-0008  199 0.04488396 myalgo-run-1
83 0 AP890424-0180  200 0.04488396 myalgo-run-1
83 0 AP890426-0290  201 0.04488396 myalgo-run-1
83 0 AP890905-0217  202 0.04488396 myalgo-run-1
83 0 AP890103-0072  203 0.044584665 myalgo-run-1
83 0 AP891111-0020  204 0.044584665 myalgo-run-1
83 0 AP890301-0093  205 0.044584665 myalgo-run-1
83 0 AP890622-0317  206 0.044584665 myalgo-run-1
83 0 AP890907-0176  207 0.044584665 myalgo-run-1
83 0 AP890914-0140  208 0.044584665 myalgo-run-1
83 0 AP891026-0061  209 0.04398628 myalgo-run-1
83 0 AP890308-0257  210 0.04398628 myalgo-run-1
83 0 AP891012-0034  211 0.0430886 myalgo-run-1
83 0 AP891012-0197  212 0.0430886 myalgo-run-1
83 0 AP890113-0049  213 0.0430886 myalgo-run-1
83 0 AP890119-0321  214 0.0430886 myalgo-run-1
83 0 AP890128-0089  215 0.0430886 myalgo-run-1
83 0 AP891113-0073  216 0.0430886 myalgo-run-1
83 0 AP891117-0257  217 0.0430886 myalgo-run-1
83 0 AP891121-0099  218 0.0430886 myalgo-run-1
83 0 AP890306-0308  219 0.0430886 myalgo-run-1
83 0 AP890310-0060  220 0.0430886 myalgo-run-1
83 0 AP891227-0196  221 0.0430886 myalgo-run-1
83 0 AP890317-0148  222 0.0430886 myalgo-run-1
83 0 AP890404-0220  223 0.0430886 myalgo-run-1
83 0 AP890404-0238  224 0.0430886 myalgo-run-1
83 0 AP890407-0300  225 0.0430886 myalgo-run-1
83 0 AP890523-0065  226 0.0430886 myalgo-run-1
83 0 AP890630-0235  227 0.0430886 myalgo-run-1
83 0 AP890716-0099  228 0.0430886 myalgo-run-1
83 0 AP890725-0305  229 0.0430886 myalgo-run-1
83 0 AP890828-0260  230 0.0430886 myalgo-run-1
83 0 AP890911-0237  231 0.0430886 myalgo-run-1
83 0 AP890919-0257  232 0.0430886 myalgo-run-1
83 0 AP891121-0200  233 0.042295076 myalgo-run-1
83 0 AP890424-0190  234 0.042295076 myalgo-run-1
83 0 AP890626-0044  235 0.042295076 myalgo-run-1
83 0 AP890207-0018  236 0.04182603 myalgo-run-1
83 0 AP891206-0171  237 0.04182603 myalgo-run-1
83 0 AP890628-0229  238 0.04182603 myalgo-run-1
83 0 AP890504-0295  239 0.041798126 myalgo-run-1
83 0 AP890630-0027  240 0.041798126 myalgo-run-1
83 0 AP890728-0068  241 0.041798126 myalgo-run-1
83 0 AP890130-0112  242 0.041082416 myalgo-run-1
83 0 AP890213-0006  243 0.041082416 myalgo-run-1
83 0 AP890427-0243  244 0.041082416 myalgo-run-1
83 0 AP890503-0174  245 0.041082416 myalgo-run-1
83 0 AP890605-0084  246 0.041082416 myalgo-run-1
83 0 AP890615-0059  247 0.041082416 myalgo-run-1
83 0 AP890719-0273  248 0.041082416 myalgo-run-1
83 0 AP890613-0102  249 0.040992826 myalgo-run-1
83 0 AP891108-0167  250 0.040989507 myalgo-run-1
83 0 AP890405-0109  251 0.040989507 myalgo-run-1
83 0 AP890508-0171  252 0.040989507 myalgo-run-1
83 0 AP890818-0003  253 0.040989507 myalgo-run-1
83 0 AP890913-0096  254 0.040989507 myalgo-run-1
83 0 AP890623-0087  255 0.040637065 myalgo-run-1
83 0 AP890128-0072  256 0.039038613 myalgo-run-1
83 0 AP891117-0079  257 0.039038613 myalgo-run-1
83 0 AP891119-0065  258 0.039038613 myalgo-run-1
83 0 AP891208-0086  259 0.039038613 myalgo-run-1
83 0 AP890810-0129  260 0.039001282 myalgo-run-1
83 0 AP891012-0164  261 0.03889806 myalgo-run-1
83 0 AP890113-0088  262 0.038896292 myalgo-run-1
83 0 AP890213-0250  263 0.038896292 myalgo-run-1
83 0 AP891229-0035  264 0.038896292 myalgo-run-1
83 0 AP890522-0206  265 0.038896292 myalgo-run-1
83 0 AP890610-0102  266 0.038896292 myalgo-run-1
83 0 AP890709-0050  267 0.038896292 myalgo-run-1
83 0 AP890710-0034  268 0.038896292 myalgo-run-1
83 0 AP890822-0022  269 0.038896292 myalgo-run-1
83 0 AP890104-0108  270 0.038300976 myalgo-run-1
83 0 AP890201-0300  271 0.038300976 myalgo-run-1
83 0 AP891109-0266  272 0.038300976 myalgo-run-1
83 0 AP890203-0051  273 0.038300976 myalgo-run-1
83 0 AP890206-0103  274 0.038300976 myalgo-run-1
83 0 AP890209-0085  275 0.038300976 myalgo-run-1
83 0 AP890210-0141  276 0.038300976 myalgo-run-1
83 0 AP891228-0007  277 0.038300976 myalgo-run-1
83 0 AP890403-0038  278 0.038300976 myalgo-run-1
83 0 AP890417-0146  279 0.038300976 myalgo-run-1
83 0 AP890507-0004  280 0.038300976 myalgo-run-1
83 0 AP890525-0279  281 0.038300976 myalgo-run-1
83 0 AP890601-0349  282 0.038300976 myalgo-run-1
83 0 AP890618-0088  283 0.038300976 myalgo-run-1
83 0 AP890624-0115  284 0.038300976 myalgo-run-1
83 0 AP890906-0264  285 0.038300976 myalgo-run-1
83 0 AP890910-0021  286 0.038300976 myalgo-run-1
83 0 AP891003-0253  287 0.038300976 myalgo-run-1
83 0 AP890108-0095  288 0.03825784 myalgo-run-1
83 0 AP890128-0118  289 0.03825784 myalgo-run-1
83 0 AP890202-0118  290 0.03825784 myalgo-run-1
83 0 AP891118-0163  291 0.03825784 myalgo-run-1
83 0 AP891125-0017  292 0.03825784 myalgo-run-1
83 0 AP890222-0084  293 0.03825784 myalgo-run-1
83 0 AP890513-0152  294 0.03825784 myalgo-run-1
83 0 AP890515-0108  295 0.03825784 myalgo-run-1
83 0 AP890609-0133  296 0.03825784 myalgo-run-1
83 0 AP890612-0082  297 0.03825784 myalgo-run-1
83 0 AP890630-0098  298 0.03825784 myalgo-run-1
83 0 AP890726-0112  299 0.03825784 myalgo-run-1
83 0 AP890811-0087  300 0.03825784 myalgo-run-1
83 0 AP890811-0219  301 0.03825784 myalgo-run-1
83 0 AP890816-0088  302 0.03825784 myalgo-run-1
83 0 AP891002-0299  303 0.03825784 myalgo-run-1
83 0 AP890105-0104  304 0.038205337 myalgo-run-1
83 0 AP890117-0002  305 0.038205337 myalgo-run-1
83 0 AP891024-0236  306 0.038205337 myalgo-run-1
83 0 AP890127-0103  307 0.038205337 myalgo-run-1
83 0 AP891118-0128  308 0.038205337 myalgo-run-1
83 0 AP890216-0138  309 0.038205337 myalgo-run-1
83 0 AP890322-0176  310 0.038205337 myalgo-run-1
83 0 AP890404-0019  311 0.038205337 myalgo-run-1
83 0 AP890607-0079  312 0.038205337 myalgo-run-1
83 0 AP890125-0173  313 0.0381201 myalgo-run-1
83 0 AP891117-0178  314 0.0381201 myalgo-run-1
83 0 AP891130-0167  315 0.0381201 myalgo-run-1
83 0 AP891218-0186  316 0.0381201 myalgo-run-1
83 0 AP890314-0030  317 0.0381201 myalgo-run-1
83 0 AP890412-0134  318 0.0381201 myalgo-run-1
83 0 AP890421-0159  319 0.0381201 myalgo-run-1
83 0 AP890609-0079  320 0.0381201 myalgo-run-1
83 0 AP890724-0140  321 0.0381201 myalgo-run-1
83 0 AP890811-0119  322 0.0381201 myalgo-run-1
83 0 AP890821-0189  323 0.0381201 myalgo-run-1
83 0 AP891015-0052  324 0.03811837 myalgo-run-1
83 0 AP891024-0129  325 0.03811837 myalgo-run-1
83 0 AP890123-0114  326 0.03811837 myalgo-run-1
83 0 AP890221-0133  327 0.03811837 myalgo-run-1
83 0 AP890222-0189  328 0.03811837 myalgo-run-1
83 0 AP890307-0185  329 0.03811837 myalgo-run-1
83 0 AP890525-0126  330 0.03811837 myalgo-run-1
83 0 AP890605-0127  331 0.03811837 myalgo-run-1
83 0 AP890718-0173  332 0.03811837 myalgo-run-1
83 0 AP890801-0016  333 0.03811837 myalgo-run-1
83 0 AP890907-0222  334 0.03811837 myalgo-run-1
83 0 AP890919-0078  335 0.03811837 myalgo-run-1
83 0 AP890113-0147  336 0.03803927 myalgo-run-1
83 0 AP890117-0087  337 0.03803927 myalgo-run-1
83 0 AP890120-0114  338 0.03803927 myalgo-run-1
83 0 AP891214-0234  339 0.03803927 myalgo-run-1
83 0 AP890307-0140  340 0.03803927 myalgo-run-1
83 0 AP890311-0150  341 0.03803927 myalgo-run-1
83 0 AP890822-0099  342 0.03803927 myalgo-run-1
83 0 AP890908-0176  343 0.03803927 myalgo-run-1
83 0 AP891128-0010  344 0.037849765 myalgo-run-1
83 0 AP891208-0127  345 0.037849765 myalgo-run-1
83 0 AP890824-0009  346 0.037849765 myalgo-run-1
83 0 AP891020-0315  347 0.037702527 myalgo-run-1
83 0 AP890621-0249  348 0.037702527 myalgo-run-1
83 0 AP891012-0334  349 0.037553646 myalgo-run-1
83 0 AP890214-0089  350 0.037553646 myalgo-run-1
83 0 AP890510-0290  351 0.037553646 myalgo-run-1
83 0 AP890511-0021  352 0.037553646 myalgo-run-1
83 0 AP890727-0268  353 0.037553646 myalgo-run-1
83 0 AP891011-0086  354 0.03747707 myalgo-run-1
83 0 AP890131-0068  355 0.03747707 myalgo-run-1
83 0 AP891229-0052  356 0.03747707 myalgo-run-1
83 0 AP890405-0286  357 0.03747707 myalgo-run-1
83 0 AP890627-0117  358 0.03747707 myalgo-run-1
83 0 AP890818-0167  359 0.03747707 myalgo-run-1
83 0 AP890103-0246  360 0.03734214 myalgo-run-1
83 0 AP890112-0041  361 0.03734214 myalgo-run-1
83 0 AP890306-0295  362 0.03734214 myalgo-run-1
83 0 AP890328-0087  363 0.03734214 myalgo-run-1
83 0 AP890506-0055  364 0.03734214 myalgo-run-1
83 0 AP890618-0013  365 0.03734214 myalgo-run-1
83 0 AP890625-0043  366 0.03734214 myalgo-run-1
83 0 AP890707-0106  367 0.03734214 myalgo-run-1
83 0 AP890829-0029  368 0.03734214 myalgo-run-1
83 0 AP891004-0104  369 0.03734214 myalgo-run-1
83 0 AP890111-0072  370 0.037340444 myalgo-run-1
83 0 AP890214-0044  371 0.037340444 myalgo-run-1
83 0 AP890302-0236  372 0.037340444 myalgo-run-1
83 0 AP890328-0224  373 0.037340444 myalgo-run-1
83 0 AP890420-0250  374 0.037340444 myalgo-run-1
83 0 AP890707-0098  375 0.037340444 myalgo-run-1
83 0 AP890721-0024  376 0.037340444 myalgo-run-1
83 0 AP890721-0110  377 0.037340444 myalgo-run-1
83 0 AP890125-0131  378 0.03727849 myalgo-run-1
83 0 AP890131-0099  379 0.03727849 myalgo-run-1
83 0 AP890213-0101  380 0.03727849 myalgo-run-1
83 0 AP890221-0174  381 0.03727849 myalgo-run-1
83 0 AP890223-0157  382 0.03727849 myalgo-run-1
83 0 AP891215-0104  383 0.03727849 myalgo-run-1
83 0 AP890416-0040  384 0.03727849 myalgo-run-1
83 0 AP890615-0295  385 0.03727849 myalgo-run-1
83 0 AP890616-0206  386 0.03727849 myalgo-run-1
83 0 AP890704-0023  387 0.03727849 myalgo-run-1
83 0 AP890721-0001  388 0.03727849 myalgo-run-1
83 0 AP890812-0061  389 0.03727849 myalgo-run-1
83 0 AP890823-0043  390 0.03727849 myalgo-run-1
83 0 AP891030-0083  391 0.03707732 myalgo-run-1
83 0 AP890123-0088  392 0.03707732 myalgo-run-1
83 0 AP890211-0046  393 0.03707732 myalgo-run-1
83 0 AP890221-0104  394 0.03707732 myalgo-run-1
83 0 AP891129-0145  395 0.03707732 myalgo-run-1
83 0 AP891207-0041  396 0.03707732 myalgo-run-1
83 0 AP891215-0147  397 0.03707732 myalgo-run-1
83 0 AP890405-0268  398 0.03707732 myalgo-run-1
83 0 AP890411-0154  399 0.03707732 myalgo-run-1
83 0 AP890413-0074  400 0.03707732 myalgo-run-1
83 0 AP890421-0111  401 0.03707732 myalgo-run-1
83 0 AP890511-0265  402 0.03707732 myalgo-run-1
83 0 AP890607-0245  403 0.03707732 myalgo-run-1
83 0 AP890831-0175  404 0.03707732 myalgo-run-1
83 0 AP890901-0039  405 0.03707732 myalgo-run-1
83 0 AP890901-0115  406 0.03707732 myalgo-run-1
83 0 AP890906-0114  407 0.03707732 myalgo-run-1
83 0 AP890906-0283  408 0.03707732 myalgo-run-1
83 0 AP891020-0295  409 0.036787245 myalgo-run-1
83 0 AP891026-0190  410 0.036787245 myalgo-run-1
83 0 AP891122-0243  411 0.036787245 myalgo-run-1
83 0 AP890306-0279  412 0.036787245 myalgo-run-1
83 0 AP890519-0233  413 0.036787245 myalgo-run-1
83 0 AP890705-0115  414 0.036787245 myalgo-run-1
83 0 AP890730-0082  415 0.036787245 myalgo-run-1
83 0 AP890330-0145  416 0.036655232 myalgo-run-1
83 0 AP890502-0123  417 0.036655232 myalgo-run-1
83 0 AP891017-0271  418 0.036517702 myalgo-run-1
83 0 AP891220-0125  419 0.036517702 myalgo-run-1
83 0 AP890825-0009  420 0.036517702 myalgo-run-1
83 0 AP891107-0191  421 0.036438067 myalgo-run-1
83 0 AP890812-0063  422 0.036438067 myalgo-run-1
83 0 AP890921-0090  423 0.036438067 myalgo-run-1
83 0 AP891222-0184  424 0.03568647 myalgo-run-1
83 0 AP890519-0066  425 0.035006665 myalgo-run-1
83 0 AP890704-0013  426 0.035006665 myalgo-run-1
83 0 AP890905-0017  427 0.03483177 myalgo-run-1
83 0 AP890328-0157  428 0.034594003 myalgo-run-1
83 0 AP891204-0068  429 0.034135137 myalgo-run-1
83 0 AP891221-0022  430 0.034135137 myalgo-run-1
83 0 AP890908-0116  431 0.034135137 myalgo-run-1
83 0 AP890909-0019  432 0.034135137 myalgo-run-1
83 0 AP891018-0290  433 0.0339603 myalgo-run-1
83 0 AP891103-0037  434 0.0339603 myalgo-run-1
83 0 AP890405-0174  435 0.0339603 myalgo-run-1
83 0 AP890606-0148  436 0.0339603 myalgo-run-1
83 0 AP890707-0150  437 0.0339603 myalgo-run-1
83 0 AP890824-0022  438 0.0339603 myalgo-run-1
83 0 AP890830-0019  439 0.0339603 myalgo-run-1
83 0 AP891009-0091  440 0.033888005 myalgo-run-1
83 0 AP890106-0116  441 0.033888005 myalgo-run-1
83 0 AP891026-0250  442 0.033888005 myalgo-run-1
83 0 AP891110-0237  443 0.033888005 myalgo-run-1
83 0 AP890220-0149  444 0.033888005 myalgo-run-1
83 0 AP890222-0175  445 0.033888005 myalgo-run-1
83 0 AP890228-0058  446 0.033888005 myalgo-run-1
83 0 AP891211-0024  447 0.033888005 myalgo-run-1
83 0 AP891211-0167  448 0.033888005 myalgo-run-1
83 0 AP890308-0065  449 0.033888005 myalgo-run-1
83 0 AP890310-0078  450 0.033888005 myalgo-run-1
83 0 AP890317-0179  451 0.033888005 myalgo-run-1
83 0 AP890329-0100  452 0.033888005 myalgo-run-1
83 0 AP890424-0288  453 0.033888005 myalgo-run-1
83 0 AP890426-0276  454 0.033888005 myalgo-run-1
83 0 AP890523-0062  455 0.033888005 myalgo-run-1
83 0 AP890606-0107  456 0.033888005 myalgo-run-1
83 0 AP890614-0270  457 0.033888005 myalgo-run-1
83 0 AP890619-0096  458 0.033888005 myalgo-run-1
83 0 AP890707-0239  459 0.033888005 myalgo-run-1
83 0 AP890918-0098  460 0.033888005 myalgo-run-1
83 0 AP890108-0043  461 0.0334385 myalgo-run-1
83 0 AP890203-0072  462 0.0334385 myalgo-run-1
83 0 AP890204-0116  463 0.0334385 myalgo-run-1
83 0 AP890213-0043  464 0.0334385 myalgo-run-1
